kegg_class,final_name,type,gene
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K10
Miscellaneous,Miscellaneous,recon3d_gene,PNCK
Miscellaneous,Miscellaneous,recon3d_gene,PRKAB2
Miscellaneous,Miscellaneous,recon3d_gene,PRKAA1
Miscellaneous,Miscellaneous,recon3d_gene,CDK8
Miscellaneous,Miscellaneous,recon3d_gene,CDK7
Miscellaneous,Miscellaneous,recon3d_gene,CAMK1
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K7
Miscellaneous,Miscellaneous,recon3d_gene,AMHR2
Miscellaneous,Miscellaneous,recon3d_gene,CDK4
Miscellaneous,Miscellaneous,recon3d_gene,ACVR1B
Miscellaneous,Miscellaneous,recon3d_gene,CDK9
Miscellaneous,Miscellaneous,recon3d_gene,MAP2K5
Miscellaneous,Miscellaneous,recon3d_gene,CDK15
Miscellaneous,Miscellaneous,recon3d_gene,PRKG2
Miscellaneous,Miscellaneous,recon3d_gene,BMPR1B
Miscellaneous,Miscellaneous,recon3d_gene,CDKL2
Miscellaneous,Miscellaneous,recon3d_gene,ACVRL1
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K12
Miscellaneous,Miscellaneous,recon3d_gene,MAPK4
Miscellaneous,Miscellaneous,recon3d_gene,PLK4
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K6
Miscellaneous,Miscellaneous,recon3d_gene,PRKACB
Miscellaneous,Miscellaneous,recon3d_gene,IKBKE
Miscellaneous,Miscellaneous,recon3d_gene,DYRK3
Miscellaneous,Miscellaneous,recon3d_gene,CAMK2D
Miscellaneous,Miscellaneous,recon3d_gene,PLK2
Miscellaneous,Miscellaneous,recon3d_gene,CAMK2G
Miscellaneous,Miscellaneous,recon3d_gene,CAMK4
Miscellaneous,Miscellaneous,recon3d_gene,PRKCA
Miscellaneous,Miscellaneous,recon3d_gene,CDK19
Miscellaneous,Miscellaneous,recon3d_gene,CDK20
Miscellaneous,Miscellaneous,recon3d_gene,MAPK13
Miscellaneous,Miscellaneous,recon3d_gene,DYRK1A
Miscellaneous,Miscellaneous,recon3d_gene,PKN3
Miscellaneous,Miscellaneous,recon3d_gene,PRKAA2
Miscellaneous,Miscellaneous,recon3d_gene,TGFBR2
Miscellaneous,Miscellaneous,recon3d_gene,PRKCI
Miscellaneous,Miscellaneous,recon3d_gene,PRKCD
Miscellaneous,Miscellaneous,recon3d_gene,CDK5
Miscellaneous,Miscellaneous,recon3d_gene,FASTK
Miscellaneous,Miscellaneous,recon3d_gene,PRKACG
Miscellaneous,Miscellaneous,recon3d_gene,MAPK7
Miscellaneous,Miscellaneous,recon3d_gene,PRKCB
Miscellaneous,Miscellaneous,recon3d_gene,PLK1
Miscellaneous,Miscellaneous,recon3d_gene,CDK12
Miscellaneous,Miscellaneous,recon3d_gene,PBK
Miscellaneous,Miscellaneous,recon3d_gene,MAP2K1
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K2
Miscellaneous,Miscellaneous,recon3d_gene,CDK1
Miscellaneous,Miscellaneous,recon3d_gene,PRKCE
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K11
Miscellaneous,Miscellaneous,recon3d_gene,PLK3
Miscellaneous,Miscellaneous,recon3d_gene,CLK2
Miscellaneous,Miscellaneous,recon3d_gene,CLK3
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K15
Miscellaneous,Miscellaneous,recon3d_gene,MAPK15
Miscellaneous,Miscellaneous,recon3d_gene,CAMK1D
Miscellaneous,Miscellaneous,recon3d_gene,TBK1
Miscellaneous,Miscellaneous,recon3d_gene,PRKX
Miscellaneous,Miscellaneous,recon3d_gene,PRKD1
Miscellaneous,Miscellaneous,recon3d_gene,CDK10
Miscellaneous,Miscellaneous,recon3d_gene,MAPK11
Miscellaneous,Miscellaneous,recon3d_gene,PRKG1
Miscellaneous,Miscellaneous,recon3d_gene,MAPK12
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K5
Miscellaneous,Miscellaneous,recon3d_gene,MAP3K3
Miscellaneous,Miscellaneous,recon3d_gene,BMPR2
Miscellaneous,Miscellaneous,recon3d_gene,CSNK2B
Miscellaneous,Miscellaneous,recon3d_gene,CDKL4
Miscellaneous,Miscellaneous,recon3d_gene,CHUK
Miscellaneous,Miscellaneous,recon3d_gene,CDK11B
Miscellaneous,Miscellaneous,recon3d_gene,CDK3
Miscellaneous,Miscellaneous,recon3d_gene,CAT
Miscellaneous,Miscellaneous,recon3d_gene,GPAT3
Miscellaneous,Miscellaneous,recon3d_gene,GPAT4
Miscellaneous,Miscellaneous,recon3d_gene,PHYKPL
Miscellaneous,Miscellaneous,recon3d_gene,RNMT
Miscellaneous,Miscellaneous,recon3d_gene,RNGTT
Miscellaneous,Miscellaneous,recon3d_gene,PGLYRP1
Miscellaneous,Miscellaneous,recon3d_gene,PGLYRP2
Miscellaneous,Miscellaneous,recon3d_gene,PGLYRP4
Miscellaneous,Miscellaneous,recon3d_gene,USP2
Miscellaneous,Miscellaneous,recon3d_gene,USP28
Miscellaneous,Miscellaneous,recon3d_gene,USP36
Miscellaneous,Miscellaneous,recon3d_gene,USP13
Miscellaneous,Miscellaneous,recon3d_gene,OTUD5
Miscellaneous,Miscellaneous,recon3d_gene,USP33
Miscellaneous,Miscellaneous,recon3d_gene,CYLD
Miscellaneous,Miscellaneous,recon3d_gene,USP40
Miscellaneous,Miscellaneous,recon3d_gene,USP48
Miscellaneous,Miscellaneous,recon3d_gene,USP14
Miscellaneous,Miscellaneous,recon3d_gene,USP11
Miscellaneous,Miscellaneous,recon3d_gene,USP10
Miscellaneous,Miscellaneous,recon3d_gene,USP31
Miscellaneous,Miscellaneous,recon3d_gene,USP42
Miscellaneous,Miscellaneous,recon3d_gene,USP46
Miscellaneous,Miscellaneous,recon3d_gene,USP5
Miscellaneous,Miscellaneous,recon3d_gene,USP4
Miscellaneous,Miscellaneous,recon3d_gene,USP9Y
Miscellaneous,Miscellaneous,recon3d_gene,USP34
Miscellaneous,Miscellaneous,recon3d_gene,USP35
Miscellaneous,Miscellaneous,recon3d_gene,USP45
Miscellaneous,Miscellaneous,recon3d_gene,STAMBP
Miscellaneous,Miscellaneous,recon3d_gene,USP22
Miscellaneous,Miscellaneous,recon3d_gene,USP9X
Miscellaneous,Miscellaneous,recon3d_gene,USP6
Miscellaneous,Miscellaneous,recon3d_gene,USP29
Miscellaneous,Miscellaneous,recon3d_gene,USP26
Miscellaneous,Miscellaneous,recon3d_gene,USP30
Miscellaneous,Miscellaneous,recon3d_gene,PAN2
Miscellaneous,Miscellaneous,recon3d_gene,USP15
Miscellaneous,Miscellaneous,recon3d_gene,USP37
Miscellaneous,Miscellaneous,recon3d_gene,USP44
Miscellaneous,Miscellaneous,recon3d_gene,USP20
Miscellaneous,Miscellaneous,recon3d_gene,STAMBPL1
Miscellaneous,Miscellaneous,recon3d_gene,USP8
Miscellaneous,Miscellaneous,recon3d_gene,USP3
Miscellaneous,Miscellaneous,recon3d_gene,USP21
Miscellaneous,Miscellaneous,recon3d_gene,USP12
Miscellaneous,Miscellaneous,recon3d_gene,USP43
Miscellaneous,Miscellaneous,recon3d_gene,USP25
Miscellaneous,Miscellaneous,recon3d_gene,USP16
Miscellaneous,Miscellaneous,recon3d_gene,USP41
Miscellaneous,Miscellaneous,recon3d_gene,USP24
Miscellaneous,Miscellaneous,recon3d_gene,USP1
Miscellaneous,Miscellaneous,recon3d_gene,USP49
Miscellaneous,Miscellaneous,recon3d_gene,USP38
Miscellaneous,Miscellaneous,recon3d_gene,USP47
Miscellaneous,Miscellaneous,recon3d_gene,USP32
Miscellaneous,Miscellaneous,recon3d_gene,USP19
Miscellaneous,Miscellaneous,recon3d_gene,USP18
Miscellaneous,Miscellaneous,recon3d_gene,USP7
Miscellaneous,Miscellaneous,recon3d_gene,USP51
Miscellaneous,Miscellaneous,recon3d_gene,KL
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ENPP1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ENPP3
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACP1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACP6
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACP5
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,RFK
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,BLVRB
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,FLAD1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HEPH
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY1A2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY1B1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NPR2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY1A1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY2F
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY2C
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NPR1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUCY2D
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME6
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME7
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE3A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE9A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE11A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE1A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE5A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE10A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE6A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE6B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE6H
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE3B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE1C
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE2A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE1B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE6D
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE6G
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,RRM1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,RRM2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,RRM2B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADA
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,BPNT1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NUDT5
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY6
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY10
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY8
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY7
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY4
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY9
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADCY5
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TXNRD3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TXNRD2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK7
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK5
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,CANT1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD8
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD5
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD4
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,CMPK2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADK
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,CTPS1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,CTPS2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ADSL
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,DCK
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,DGUOK
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,DTYMK
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,DUT
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK4
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5C2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5C
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5C1B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5C1A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5C3A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5E
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AMPD2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AMPD1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AMPD3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GMPR
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GMPR2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GUK1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PHEX
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NUDT2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,IMPDH1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,IMPDH2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NME4
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PNP
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,UPP2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AK3
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE4B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE8A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE7A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE4C
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE4D
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE4A
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE7B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PDE8B
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,CMPK1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NUDT9
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,NT5M
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,AICDA
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TK1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TK2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TXNRD1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,TYMS
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,UCK2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,UCK1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,XDH
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,DCTPP1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,UCKL1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,GMPS
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PAPSS2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,PAPSS1
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD2
Nucleotide metabolism,Other nucleotide metabolism,recon3d_gene,ENTPD6
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH9A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH1A3
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH3A2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH3A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH3B1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH3B2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,GLRX
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,GLRX2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH4A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ALDH1B1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP24A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP27A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP27B1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,COQ6
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP2E1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4V2
Metabolism of cofactors and vitamins,Lipoate metabolism,recon3d_gene,LIAS
Metabolism of cofactors and vitamins,Lipoate metabolism,recon3d_gene,LIPT2
Metabolism of cofactors and vitamins,Lipoate metabolism,recon3d_gene,DLD
Metabolism of cofactors and vitamins,Lipoate metabolism,recon3d_gene,LIPT1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACAA1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HSD17B10
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HADHA
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOX3
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOT7
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOT8
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOT2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ECHS1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,SLC27A1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HSD17B4
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,BAAT
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HADHB
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,HADH
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,SLC27A2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,SLC27A3
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,AASDH
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOX1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACSF2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,SLC27A4
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACAA2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACSF3
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOT4
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ACOT1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,AMACR
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,DECR1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ECI1
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,ECI2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,DECR2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4F11
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4F22
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4F2
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4F8
Metabolism of cofactors and vitamins,Vitamin metabolism,recon3d_gene,CYP4F3
Transport pathways,"Transport, nuclear",recon3d_gene,SLC29A1
Transport pathways,"Transport, nuclear",recon3d_gene,SLC29A2
Transport pathways,"Transport, nuclear",recon3d_gene,ME1
Transport pathways,"Transport, nuclear",recon3d_gene,TRIB3
Transport pathways,"Transport, nuclear",recon3d_gene,SULT2A1
Transport pathways,"Transport, nuclear",recon3d_gene,HMGCS1
Transport pathways,"Transport, nuclear",recon3d_gene,G0S2
Transport pathways,"Transport, nuclear",recon3d_gene,SLC27A1
Transport pathways,"Transport, nuclear",recon3d_gene,GLIPR1
Transport pathways,"Transport, nuclear",recon3d_gene,RGL1
Transport pathways,"Transport, nuclear",recon3d_gene,TNFRSF21
Transport pathways,"Transport, nuclear",recon3d_gene,TIAM2
Transport pathways,"Transport, nuclear",recon3d_gene,PLIN2
Transport pathways,"Transport, nuclear",recon3d_gene,NPAS2
Transport pathways,"Transport, nuclear",recon3d_gene,TXNRD1
Transport pathways,"Transport, nuclear",recon3d_gene,PDK4
Transport pathways,"Transport, nuclear",recon3d_gene,ABCB4
Transport pathways,"Transport, nuclear",recon3d_gene,FAS
Transport pathways,"Transport, nuclear",recon3d_gene,SREBF1
Transport pathways,"Transport, nuclear",recon3d_gene,SCD
Transport pathways,"Transport, nuclear",recon3d_gene,PLTP
Transport pathways,"Transport, nuclear",recon3d_gene,CBX1
Transport pathways,"Transport, nuclear",recon3d_gene,CPT1A
Transport pathways,"Transport, nuclear",recon3d_gene,APOA5
Transport pathways,"Transport, nuclear",recon3d_gene,EHHADH
Transport pathways,"Transport, nuclear",recon3d_gene,ACADM
Transport pathways,"Transport, nuclear",recon3d_gene,APOA1
Transport pathways,"Transport, nuclear",recon3d_gene,ACACA
Transport pathways,"Transport, nuclear",recon3d_gene,HMGCS2
Transport pathways,"Transport, nuclear",recon3d_gene,FADS2
Transport pathways,"Transport, nuclear",recon3d_gene,CD36
Transport pathways,"Transport, nuclear",recon3d_gene,MTTP
Transport pathways,"Transport, nuclear",recon3d_gene,FADS1
Transport pathways,"Transport, nuclear",recon3d_gene,ACSL1
Transport pathways,"Transport, nuclear",recon3d_gene,UGT2B4
Transport pathways,"Transport, nuclear",recon3d_gene,CPT2
Transport pathways,"Transport, nuclear",recon3d_gene,APOA2
Transport pathways,"Transport, nuclear",recon3d_gene,ACOX1
Transport pathways,"Transport, nuclear",recon3d_gene,FABP1
Transport pathways,"Transport, nuclear",recon3d_gene,ABCA1
Transport pathways,"Transport, nuclear",recon3d_gene,PLIN1
Transport pathways,"Transport, nuclear",recon3d_gene,PEX11A
Transport pathways,"Transport, nuclear",recon3d_gene,SLC27A4
Transport pathways,"Transport, nuclear",recon3d_gene,GPD1
Transport pathways,"Transport, nuclear",recon3d_gene,ANGPTL4
Transport pathways,"Transport, nuclear",recon3d_gene,FASN
Transport pathways,"Transport, nuclear",recon3d_gene,LPL
Transport pathways,"Transport, nuclear",recon3d_gene,CIDEA
Transport pathways,"Transport, nuclear",recon3d_gene,PNPLA2
Transport pathways,"Transport, nuclear",recon3d_gene,DGAT1
Transport pathways,"Transport, nuclear",recon3d_gene,PDIA2
Transport pathways,"Transport, nuclear",recon3d_gene,CYP4A11
Transport pathways,"Transport, nuclear",recon3d_gene,PTGS2
Transport pathways,"Transport, nuclear",recon3d_gene,PTGS1
Protein metabolism,Protein assembly,recon3d_gene,BMP1
Transport pathways,"Transport, extracellular",recon3d_gene,SLCO1B3
Transport pathways,"Transport, extracellular",recon3d_gene,SLCO1B1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC51B
Transport pathways,"Transport, extracellular",recon3d_gene,SLC51A
Transport pathways,"Transport, extracellular",recon3d_gene,KCNJ8
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC8
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC9
Transport pathways,"Transport, extracellular",recon3d_gene,KCNJ11
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1B1
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1A3
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1A2
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1B4
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1B3
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1A1
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1A4
Transport pathways,"Transport, extracellular",recon3d_gene,ATP1B2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC38A2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A3
Transport pathways,"Transport, extracellular",recon3d_gene,SLC6A14
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC38A1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC38A4
Transport pathways,"Transport, extracellular",recon3d_gene,SLC6A19
Transport pathways,"Transport, extracellular",recon3d_gene,CLTRN
Transport pathways,"Transport, extracellular",recon3d_gene,ACE2
Transport pathways,"Transport, extracellular",recon3d_gene,RBP4
Transport pathways,"Transport, extracellular",recon3d_gene,STRA6
Transport pathways,"Transport, extracellular",recon3d_gene,RBP1
Transport pathways,"Transport, extracellular",recon3d_gene,RBP2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC3A2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A8
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A10
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A5
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A6
Transport pathways,"Transport, extracellular",recon3d_gene,SLC7A7
Transport pathways,"Transport, extracellular",recon3d_gene,SLC10A1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC10A2
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC3
Transport pathways,"Transport, extracellular",recon3d_gene,ABCB11
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC2
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC4
Transport pathways,"Transport, extracellular",recon3d_gene,ABCG2
Transport pathways,"Transport, extracellular",recon3d_gene,SLC17A4
Transport pathways,"Transport, extracellular",recon3d_gene,SLC17A3
Transport pathways,"Transport, extracellular",recon3d_gene,SLC17A1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC34A1
Transport pathways,"Transport, extracellular",recon3d_gene,SLC34A2
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC5
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC11
Transport pathways,"Transport, extracellular",recon3d_gene,ABCC1
Transport pathways,"Transport, extracellular",recon3d_gene,ABCA8
Transport pathways,"Transport, extracellular",recon3d_gene,ATP8A1
